"","LatBin","LonBin","fishing_hours_sq_km","Log_fishing_hours_sq_km"
"25278",-20.64,-70.53,2.35469406266503,0.371934488735623
"25279",-20.63,-70.53,2.94570356527574,0.469189040387632
"25280",-20.62,-70.53,1.32774382599464,0.123114290627653
"25281",-20.61,-70.53,2.56956480546976,0.40985957524283
"25282",-20.6,-70.53,1.59515476258077,0.20280282486921
"25283",-20.59,-70.53,2.46807699089933,0.392358703254723
"25284",-20.58,-70.53,1.87790816040198,0.273674349162292
"25285",-20.57,-70.53,2.22767251289455,0.347851346153176
"25286",-20.56,-70.53,2.67707720973227,0.427660896878798
"25287",-20.55,-70.53,1.70105349046248,0.230717970430579
"25288",-20.54,-70.53,2.21591963839013,0.345554006400905
"25289",-20.53,-70.53,0.873406223205773,-0.0587837179627687
"25290",-20.52,-70.53,5.92688245431832,0.772826314121565
"25291",-20.51,-70.53,9.03067819597037,0.955720366670934
"25292",-20.5,-70.53,1.72456715526888,0.236680110616919
"25293",-20.49,-70.53,2.09245062719148,0.320655219309852
"25294",-20.48,-70.53,1.7414292077294,0.240905824291017
"25295",-20.47,-70.53,5.30961721425591,0.725063212657987
"25296",-20.46,-70.53,9.22168271842521,0.964810175787576
"25297",-20.45,-70.53,4.836839462478,0.684561673140582
"25298",-20.44,-70.53,4.75111205736637,0.676795273593687
"25299",-20.43,-70.53,4.3800638740168,0.641480443821626
"25300",-20.42,-70.53,3.80746816546336,0.580636280853413
"25301",-20.41,-70.53,4.6602192028419,0.668406345090363
"25302",-20.4,-70.53,4.2993521973481,0.633403023414196
"25303",-20.39,-70.53,3.26820000456922,0.514308626263956
"25304",-20.38,-70.53,3.04071039857156,0.482975059311677
"25305",-20.37,-70.53,4.12584404012515,0.615512807303348
"25306",-20.36,-70.53,4.96387008841631,0.695820406867341
"25307",-20.35,-70.53,5.07872839895492,0.705754988180221
"25308",-20.34,-70.53,7.54246110623039,0.877513079351756
"25309",-20.33,-70.53,5.07037756845531,0.705040300515042
"25310",-20.32,-70.53,4.57023312947033,0.65993835417492
"25311",-20.31,-70.53,2.66118947314716,0.425075796841071
"25312",-20.3,-70.53,3.79176982521495,0.578841966146766
"25313",-20.29,-70.53,7.75106566254568,0.889361415996204
"25314",-20.28,-70.53,2.41335410381457,0.382621049239875
"25315",-20.27,-70.53,3.10199712543431,0.491641391024783
"25316",-20.26,-70.53,1.47844244252437,0.169804421604353
"25317",-20.25,-70.53,3.39981413227706,0.531455174826693
"25318",-20.24,-70.53,3.75498131039725,0.574607779739244
"25319",-20.23,-70.53,2.85708134575454,0.455922605629294
"25320",-20.22,-70.53,2.72619775194722,0.435557355337441
"25321",-20.21,-70.53,4.60327118292171,0.66306656033333
"25322",-20.2,-70.53,3.20269659786688,0.505515798447361
"25323",-20.19,-70.53,3.84313332257417,0.584685450884836
"25324",-20.18,-70.53,2.79107093735059,0.445770874578354
"25325",-20.17,-70.53,0.717177570979202,-0.144373301028821
"25326",-20.16,-70.53,5.7370528419908,0.758688850035715
"25327",-20.15,-70.53,1.01799268033605,0.00774465530811451
"25328",-20.14,-70.53,0.910827795791377,-0.0405637244615732
"25329",-20.13,-70.53,1.08965780380466,0.0372901334889866
"25330",-20.12,-70.53,1.69008610511345,0.227908831254522
"25331",-20.11,-70.53,0.642715060005071,-0.191981523645736
"25332",-20.1,-70.53,1.15354821445087,0.0620357512908852
"25333",-20.09,-70.53,0.621507936495483,-0.206553321158802
"25334",-20.08,-70.53,1.84424130982405,0.265817745713525
"25335",-20.07,-70.53,0.930342755190746,-0.0313570199795477
"25336",-20.06,-70.53,1.35750340170946,0.132740926542135
"25337",-20.05,-70.53,0.995503067485198,-0.00195739742477617
"25338",-20.04,-70.53,1.08639233662822,0.0359866934498526
"25339",-20.03,-70.53,1.66943902498531,0.222570561398171
"25340",-20.02,-70.53,0.783916971017627,-0.105729933410486
"25341",-20.01,-70.53,1.24046314114555,0.0935838642673026
"25342",-20,-70.53,2.40495405119053,0.381106783202559
"25343",-19.99,-70.53,1.46893440769053,0.167002403677221
"25344",-19.98,-70.53,1.23255037504157,0.0908046781768531
"25345",-19.97,-70.53,2.73600189897565,0.437116394478765
"25346",-19.96,-70.53,4.19920641224175,0.623167222933804
"25347",-19.95,-70.53,3.83006100123359,0.583205691015141
"25348",-19.94,-70.53,3.04557982729456,0.483669987222494
"25349",-19.93,-70.53,7.42773233973437,0.870856245435164
"25350",-19.92,-70.53,8.02076239851477,0.904215651293038
"25351",-19.91,-70.53,8.29864308405832,0.919007086438516
"25352",-19.9,-70.53,2.63624532771053,0.420985823036274
"25353",-19.89,-70.53,4.53491867994994,0.656569503707986
"25354",-19.88,-70.53,1.60048670098462,0.20425206978725
"25355",-19.87,-70.53,2.07839188437704,0.317727437916235
"25356",-19.86,-70.53,2.251089667692,0.352392794604357
"25357",-19.85,-70.53,1.82789137483002,0.261950383567603
"25358",-19.84,-70.53,1.64921692851857,0.217277784002513
"25359",-19.83,-70.53,1.90195634187999,0.279200543780038
"25360",-19.82,-70.53,1.51456751033666,0.180288636343839
"25361",-19.81,-70.53,3.32009703296522,0.521150776555105
"25362",-19.8,-70.53,1.45950487269506,0.164205549259659
"25363",-19.79,-70.53,1.58184959632981,0.199165188018017
"25364",-19.78,-70.53,1.78276338479825,0.251093705768989
"25365",-19.77,-70.53,1.98029800669835,0.296730550325188
"25366",-19.76,-70.53,0.852581491613361,-0.0692640995301175
"25367",-19.75,-70.53,1.54384470346599,0.188603612178597
"25368",-19.74,-70.53,1.6694993778398,0.222586261545052
"25369",-19.73,-70.53,1.77669598258148,0.249613120330359
"25370",-19.72,-70.53,1.64629872545352,0.216508641960688
"25371",-19.71,-70.53,2.3445237889658,0.370054643713452
"25372",-19.7,-70.53,1.4063868772779,0.148104805431357
"25373",-19.69,-70.53,1.57630962464959,0.197641527283951
"25374",-19.68,-70.53,1.83719710720555,0.264155752919597
"25375",-19.67,-70.53,1.65440372608133,0.218641499541714
"25376",-19.66,-70.53,1.81853356200661,0.259721320600941
"25377",-19.65,-70.53,2.064754377647,0.314868395567654
"25378",-19.64,-70.53,2.73583856228266,0.437090466740199
"25379",-19.63,-70.53,3.35226470328491,0.525338304301056
"25380",-19.62,-70.53,1.81496903155308,0.258869219157062
"25381",-19.61,-70.53,3.25132806531754,0.512060792863943
"25382",-19.6,-70.53,1.98776975702943,0.298366078732074
"25383",-19.59,-70.53,1.66051979128534,0.220244056203473
"25384",-19.58,-70.53,2.16603138775916,0.335664745655801
"25385",-19.57,-70.53,5.1407751036012,0.711028604956042
"25386",-19.56,-70.53,1.80400465675378,0.256237654270146
"25387",-19.55,-70.53,1.43067361809948,0.155540568752428
"25388",-19.54,-70.53,1.71574505912417,0.234452756915353
"25389",-19.53,-70.53,1.14750688679572,0.0597553006479967
"25390",-19.52,-70.53,1.27038396872179,0.103935004651982
"25391",-19.51,-70.53,1.47002389806006,0.167324395095963
"25392",-19.5,-70.53,0.625187913299605,-0.203989426746943
"25393",-19.49,-70.53,0.720332688284378,-0.142466876741549
"25394",-19.48,-70.53,1.27293961554982,0.104807802510289
"25395",-19.47,-70.53,1.20805824490067,0.0820878737132232
"25396",-19.46,-70.53,1.08579851687999,0.0357492441061062
"25397",-19.45,-70.53,1.49099804490616,0.173477073978129
"25398",-19.44,-70.53,1.06151754752577,0.0259271777112743
"25399",-19.43,-70.53,0.613442858125661,-0.212225885351798
"25400",-19.42,-70.53,1.27079560676133,0.104075704768101
"25401",-19.41,-70.53,1.24298921632615,0.094467360893966
"25402",-19.4,-70.53,1.38656483692644,0.141940182360339
"25403",-19.39,-70.53,1.33365909289624,0.125044830333884
"25404",-19.38,-70.53,2.38251452374713,0.377035556766402
"25405",-19.37,-70.53,1.96320147996495,0.292964872777167
"25406",-19.36,-70.53,1.18071618908748,0.0721455179980698
"25407",-19.35,-70.53,1.04038112098381,0.0171924627789816
"25408",-19.34,-70.53,0.736393694766378,-0.132889938717578
"25409",-19.33,-70.53,0.476643561125629,-0.321806269392055
"25410",-19.32,-70.53,0.752549034537103,-0.123465197082839
"25411",-19.31,-70.53,1.06353757491517,0.0267528381880146
"25412",-19.3,-70.53,0.579989075206676,-0.236580186820065
"25413",-19.29,-70.53,1.10114755614982,0.0418455192695049
"25414",-19.28,-70.53,0.766218143309812,-0.11564756855492
"25415",-19.27,-70.53,1.27679307659983,0.106120519054711
"25416",-19.26,-70.53,1.16208307731889,0.0652371768765609
"25417",-19.25,-70.53,1.14768409014018,0.059822361241731
"25418",-19.24,-70.53,1.3489122753424,0.129983706844971
"25419",-19.23,-70.53,0.461309933378066,-0.336007193636186
"25420",-19.22,-70.53,3.09670066508612,0.490899227383207
"25421",-19.21,-70.53,1.18918486957436,0.0752493748835832
"25422",-19.2,-70.53,1.48704722443974,0.172324760712895
"25423",-19.19,-70.53,1.30696562405426,0.116264164872142
"25424",-19.18,-70.53,1.78906164399675,0.25262530489739
"25425",-19.17,-70.53,0.772627226819233,-0.112029991701155
"25426",-19.16,-70.53,1.4282115791221,0.154792549764129
"25427",-19.15,-70.53,1.44316040310402,0.159314604351594
"25428",-19.14,-70.53,1.4208791835637,0.152557151718963
"25429",-19.13,-70.53,1.57279939537471,0.196673333533916
"25430",-19.12,-70.53,0.444060465985979,-0.35255788966892
"25431",-21.43,-70.52,0.174864723768376,-0.757297793825758
"25432",-21.42,-70.52,1.05904580095001,0.0249147426095928
"25433",-21.41,-70.52,0.968889141155643,-0.0137259114307938
"25434",-21.4,-70.52,1.13081797946013,0.0533927049450448
"25435",-21.39,-70.52,2.47019618142712,0.392731446023987
"25436",-21.38,-70.52,1.01033367671041,0.00446482924948939
"25437",-21.37,-70.52,1.08095655814679,0.0338082407282986
"25438",-21.36,-70.52,1.73304359715942,0.238809488142425
"25439",-21.35,-70.52,0.831968764355372,-0.0798929786645044
"25440",-21.34,-70.52,1.3143096527238,0.118697697511538
